1500 700
971 463 1
154 863 1
-862 855 1
-680 537 2
-528 621 2
473 740 1
-866 46 2
-783 317 2
762 944 1
943 910 2
845 600 1
817 605 2
-187 839 2
742 909 1
932 381 1
157 921 2
957 955 1
727 619 1
-780 609 2
-426 917 2
983 61 2
-836 128 2
182 945 2
-63 1000 2
-67 875 2
-939 634 2
787 223 2
322 736 2
-619 651 1
776 809 1
985 425 1
947 364 1
-825 793 2
-371 727 1
224 833 2
-265 960 1
-640 522 1
957 287 1
-206 990 2
950 78 1
851 176 1
155 798 2
566 733 1
761 865 2
-761 465 1
-649 651 1
984 714 2
-641 519 1
693 779 2
913 679 1
-392 849 2
-934 235 1
41 987 1
-951 264 1
-870 157 2
-243 799 2
-577 986 1
-993 381 2
-454 977 1
-850 702 2
329 890 1
907 263 1
-932 52 2
911 900 2
764 740 2
-901 880 2
-538 633 2
-200 807 1
-106 966 2
762 415 1
426 953 2
711 420 1
995 971 2
766 367 2
546 758 2
677 645 2
-98 801 2
-679 670 2
-347 910 2
811 893 2
624 732 1
-714 759 1
-449 967 1
814 996 2
-674 659 1
-758 937 1
-961 300 1
-995 852 1
-717 693 1
-860 750 1
-671 880 1
973 505 2
-884 638 1
-18 933 2
913 656 1
564 669 1
-990 596 2
326 981 2
-670 847 2
-242 961 1
-980 135 2
-972 650 1
-297 933 1
999 401 1
-881 614 2
487 665 2
760 393 1
-547 948 1
-601 704 1
-952 951 2
900 274 1
-666 673 1
900 963 2
821 987 2
415 944 2
-828 94 2
-750 838 1
964 996 1
718 919 1
621 893 2
-381 824 1
-653 530 1
-805 274 1
-721 950 1
-331 976 1
-799 325 2
296 815 2
226 890 1
-833 596 2
8 980 1
-900 759 1
780 811 2
-496 857 2
-933 806 1
-840 561 1
622 903 1
518 647 2
-726 344 2
-948 785 1
-515 953 2
-938 924 1
-903 396 2
-947 191 2
-922 65 1
-994 836 2
496 914 2
322 835 2
-859 743 1
656 839 2
-471 924 2
672 926 1
27 894 2
-160 983 1
-915 865 1
-796 720 1
435 705 1
-861 717 1
215 898 2
757 571 2
-878 21 1
998 304 2
900 835 1
853 550 1
468 849 2
-202 962 1
779 379 2
665 565 2
597 731 2
-818 567 1
-554 631 2
638 946 1
-891 572 1
-721 793 2
801 773 1
950 458 2
-885 772 2
955 66 1
866 471 2
965 530 2
-874 522 1
-805 596 2
931 530 2
413 755 1
637 900 2
748 393 1
-905 562 2
761 630 1
399 967 2
-811 428 1
-927 286 1
441 811 2
948 523 1
395 914 2
751 935 2
-577 948 2
537 993 1
775 425 2
-412 819 2
-777 723 1
-866 196 2
-875 516 1
957 935 2
336 862 1
584 602 1
-365 909 1
801 332 2
-622 890 1
691 891 2
844 720 1
72 840 2
-830 442 1
-539 682 2
880 892 1
-802 315 2
-602 752 1
137 851 1
767 737 1
-55 800 2
-877 830 2
702 952 2
609 768 1
-985 446 2
-717 648 2
586 735 1
59 975 1
-944 51 1
750 322 1
570 722 2
620 812 1
842 958 2
846 129 2
-945 706 2
894 363 2
996 649 1
-776 564 1
884 267 1
-813 341 1
-452 722 2
857 897 2
-506 635 1
874 747 1
964 927 2
73 900 2
-449 663 2
925 447 2
281 907 2
-495 866 2
-473 987 1
803 384 1
-402 983 2
-638 551 1
-528 668 1
572 721 2
-350 899 2
-593 867 2
-839 555 1
792 311 2
855 387 1
935 599 2
663 619 1
271 910 2
-242 800 2
779 844 2
-889 197 2
-786 621 2
919 519 2
329 899 1
994 190 2
-732 340 2
-12 998 1
858 773 1
733 990 2
-864 773 2
-975 276 2
-720 667 2
-943 543 1
-808 868 2
315 905 1
-860 177 2
-958 666 1
-895 516 2
-274 925 1
-841 329 2
-893 403 1
-466 779 1
857 985 1
603 977 2
440 834 2
-978 35 2
-52 939 1
-347 988 2
-753 685 2
663 989 2
-808 790 1
-861 322 2
590 931 1
-851 790 2
664 537 1
-630 721 1
-824 675 2
57 836 1
957 639 1
831 676 1
-805 325 2
-260 999 2
-143 849 1
-996 843 1
-690 840 2
-331 777 2
801 721 1
774 380 1
-72 910 2
-733 512 2
910 180 1
-658 665 1
871 779 2
969 331 2
-911 78 2
706 734 1
-141 984 1
-439 979 2
-968 734 1
-589 718 2
980 218 1
-787 997 1
-719 766 1
-993 404 2
-980 842 1
-722 390 2
189 954 1
875 153 2
-865 111 2
-23 953 1
903 508 2
858 990 2
779 863 2
943 470 1
-769 787 1
62 941 2
-902 584 2
924 750 1
-930 70 1
893 302 1
-398 952 2
-101 875 1
821 764 2
519 904 2
-812 72 1
-700 612 2
-761 631 1
711 935 1
-15 881 1
951 604 2
-434 700 1
-823 178 1
69 847 2
-863 62 2
-607 750 1
-965 919 1
-653 480 2
-34 824 2
440 1000 1
732 553 2
575 703 1
806 512 2
-798 659 2
-706 884 2
-791 773 2
885 492 2
-805 186 2
-727 689 1
-195 963 1
803 779 1
225 891 2
864 190 2
-906 466 1
997 370 2
-691 711 1
-842 31 1
-909 357 2
456 831 2
577 820 2
-765 490 1
-808 910 1
-878 182 2
649 488 2
930 380 1
782 392 2
849 419 1
276 827 2
397 841 2
-596 913 1
908 870 1
195 956 2
976 674 1
-666 750 1
709 781 2
-501 948 2
197 884 1
-898 647 1
530 918 1
518 627 2
204 789 1
812 501 1
705 819 2
243 978 2
-472 838 1
872 728 1
-23 876 1
-692 448 2
547 734 1
815 132 1
-946 562 2
943 41 1
-594 828 1
787 339 1
949 629 1
894 822 2
-902 711 2
838 875 2
-140 830 2
-304 829 2
753 831 2
-570 699 2
-998 676 2
807 366 2
391 942 2
-824 544 2
-36 954 2
794 265 1
828 622 1
-692 885 2
-907 649 1
-696 505 2
-762 732 2
743 938 2
74 800 1
-999 76 1
-880 60 1
-264 940 2
-335 776 1
-46 889 1
-517 786 1
-52 898 2
753 611 2
971 542 2
-89 870 1
67 915 1
613 910 2
-906 190 1
243 898 2
544 655 1
-707 612 2
442 986 2
-733 920 2
391 741 2
-900 572 1
-760 909 1
522 666 1
262 904 2
-850 65 1
286 954 1
232 923 2
774 709 2
142 828 1
-920 42 1
-149 961 1
235 919 2
-321 994 2
899 111 1
-882 281 2
-676 817 1
-354 731 2
634 788 2
510 784 1
-348 793 2
915 690 2
-910 726 2
515 917 2
51 939 1
162 924 1
325 817 1
-903 339 1
885 530 2
537 873 2
-992 782 1
484 975 1
-703 979 2
941 160 1
546 947 2
-785 546 1
-685 883 2
-986 167 2
242 781 2
-959 904 2
452 983 1
-767 467 1
860 714 1
876 238 1
-821 205 2
-47 859 2
66 969 1
-758 950 2
-203 891 1
-912 977 1
616 878 2
-460 813 2
-951 291 1
-821 371 1
500 988 2
-542 727 2
498 835 2
536 796 2
912 314 2
826 725 1
880 290 1
773 704 1
-917 493 1
-578 763 2
-921 818 1
839 467 2
-691 673 1
-226 845 1
658 712 2
-909 266 2
-158 867 2
898 436 1
547 783 1
72 955 1
811 597 1
-430 898 2
-174 828 2
-163 854 1
-760 772 1
940 953 2
-730 535 2
710 578 1
935 516 1
-957 631 2
976 269 2
-879 409 2
-561 956 2
-964 235 2
564 606 1
995 899 1
-129 861 1
17 868 1
-776 630 2
859 430 1
-744 985 1
-757 889 2
-661 886 2
888 7 1
771 540 2
93 821 1
-886 571 1
292 925 1
-793 706 1
-821 43 2
442 792 1
741 506 1
-927 531 2
-809 151 1
-896 776 1
822 686 1
-793 225 1
-450 674 2
-623 560 1
-297 890 1
-514 770 2
989 115 2
-227 976 2
560 677 2
-672 841 2
858 959 2
-546 779 2
891 934 2
793 859 2
958 926 1
988 882 2
740 714 2
777 582 2
315 981 1
-829 9 2
-912 967 2
-741 621 1
744 701 2
-711 979 1
901 935 1
-370 917 2
686 418 1
563 671 1
-885 985 2
-515 805 1
-741 852 1
-400 733 2
-828 317 2
-795 948 1
-514 614 1
521 638 1
940 697 2
826 664 2
773 988 1
-803 278 1
931 704 1
658 801 2
866 16 2
-967 529 1
-904 39 2
-758 973 1
692 582 1
-769 836 1
-901 435 2
-663 945 2
409 852 2
999 873 1
-957 415 1
929 159 1
-324 740 2
-789 475 2
-938 134 2
-165 878 1
993 323 1
834 966 2
871 265 1
-527 879 2
-797 893 2
-891 558 1
-800 202 2
353 917 2
359 839 1
913 987 1
698 887 2
879 528 2
-385 819 1
795 469 1
793 665 2
768 801 2
-930 265 2
-915 743 1
958 167 1
-923 669 1
-943 138 2
668 633 2
-496 684 1
-717 890 2
805 122 1
-730 788 2
-557 611 1
-848 529 1
-897 543 2
-848 440 1
607 560 1
-142 788 2
385 826 1
-779 849 2
-761 544 2
643 573 2
-703 523 2
-331 900 1
430 684 2
870 609 1
-779 552 2
-878 15 2
1000 285 2
-892 920 2
529 789 1
1000 948 1
975 912 2
-994 727 2
-688 663 1
-499 902 2
885 128 1
-985 492 2
854 260 1
-872 992 2
-930 89 2
857 426 2
-673 499 1
-171 790 2
713 834 2
534 842 1
921 613 1
-887 339 2
586 615 2
837 469 1
-933 448 1
-861 623 1
651 915 2
526 655 2
717 911 1
-677 575 2
839 673 1
950 23 1
697 707 1
-933 400 2
-885 758 1
-892 25 2
-748 553 1
352 874 1
-921 733 1
-236 814 2
816 38 1
-734 789 1
-987 803 1
-919 663 2
-983 569 2
-314 791 1
-437 920 1
-801 382 2
651 708 2
557 845 2
509 815 2
819 964 2
-899 195 1
-764 996 2
-81 818 1
911 548 1
-357 989 2
-909 114 1
803 789 2
-856 303 2
996 569 1
-902 757 2
-868 869 2
865 102 1
931 521 1
-971 98 1
226 836 2
950 435 1
50 902 2
643 863 1
632 614 1
-518 978 2
507 951 1
-303 755 1
-924 116 1
871 45 1
855 710 2
-555 704 2
966 641 1
-996 688 1
900 821 2
735 564 2
556 655 2
774 891 1
-385 861 1
889 772 1
905 865 2
773 952 2
-291 988 2
-22 806 1
-772 614 1
775 861 1
0 938 2
-375 807 1
-859 133 2
939 357 1
-943 190 2
-799 171 1
723 724 1
-872 711 2
-892 268 2
675 768 1
-661 548 1
104 812 1
948 943 2
405 885 1
-794 807 2
928 964 2
-863 880 2
820 889 2
987 992 1
696 610 1
-922 373 2
-163 792 1
128 879 1
599 867 2
678 818 1
-85 961 1
-922 367 2
-780 540 1
777 591 1
-962 784 2
918 385 1
-795 531 2
-194 857 1
812 805 2
-402 839 2
-806 678 2
-963 954 2
-922 581 1
980 412 1
-531 712 2
864 215 1
-744 958 1
691 826 2
854 1 2
-862 728 2
-639 510 2
951 438 1
-905 911 1
-803 538 2
455 926 1
171 921 1
182 874 2
763 381 2
435 895 1
-757 893 1
-859 204 2
-775 962 1
-903 952 2
-855 153 2
-913 260 1
-692 642 1
-268 883 2
409 757 2
-940 39 1
-855 655 2
993 739 1
-822 69 2
-815 368 2
-647 642 1
809 402 2
739 505 1
-633 839 1
516 997 1
-302 865 2
800 -1 1
943 701 2
889 844 2
774 511 1
-616 708 1
-977 15 1
863 132 2
892 825 1
-588 937 1
981 828 1
966 582 1
699 722 1
-766 268 1
-178 819 2
724 966 2
535 985 2
-125 979 2
-361 882 1
171 959 2
892 989 2
799 642 2
-868 16 1
441 809 2
741 803 2
937 190 1
956 749 2
672 687 2
790 822 1
700 505 2
-508 906 1
-985 158 1
730 496 1
-821 863 2
-710 431 2
928 748 2
-426 696 2
-57 952 2
-754 774 1
532 896 2
-828 981 1
602 559 2
-954 20 2
902 683 1
-873 293 2
-863 293 1
-995 14 1
320 925 2
-952 683 2
802 839 2
-685 480 1
894 222 2
-116 910 2
812 418 2
867 180 1
-954 933 1
-140 857 1
969 722 2
934 974 2
-116 976 1
-796 243 1
-10 922 2
828 48 1
895 517 2
-588 753 2
-148 847 2
614 918 1
-639 693 1
-729 823 1
-340 908 2
-856 447 2
602 954 1
-598 878 1
-527 688 1
-878 325 1
-763 745 1
911 405 1
-918 280 2
-846 411 2
-739 723 2
-122 794 2
555 781 2
-209 905 1
544 788 2
827 491 1
780 201 2
288 886 1
-889 493 2
-783 576 1
742 789 2
-764 748 1
967 717 2
-59 972 1
-811 677 1
-822 746 2
752 458 2
843 274 2
-724 523 2
-378 799 2
-947 61 2
-875 130 2
-825 849 2
387 855 2
-698 609 1
-456 828 1
62 838 1
30 860 2
708 697 2
-408 859 2
-763 442 1
-648 989 2
643 596 1
-596 606 1
256 991 2
51 975 1
-419 791 1
536 729 2
809 273 1
690 502 2
857 928 2
510 986 2
-407 958 1
581 821 1
-554 823 1
-191 904 1
986 851 1
-806 551 2
-834 496 2
-867 870 1
474 975 2
721 369 1
-783 992 2
580 641 2
-187 789 2
-870 517 2
-659 577 1
-598 785 2
421 772 1
67 913 1
981 345 1
846 509 1
850 415 2
-659 524 2
-700 539 2
-619 747 1
-496 720 2
431 757 1
805 678 1
-812 176 2
314 778 1
900 103 2
309 932 2
-779 645 2
-585 925 2
-726 922 1
725 863 2
-757 940 1
728 387 2
485 975 1
865 611 1
662 721 1
988 712 2
-995 930 1
199 915 2
-881 261 2
713 748 1
743 647 2
549 590 1
-733 828 1
-945 547 1
-599 848 2
-488 762 2
-720 360 2
-595 960 2
297 884 1
856 778 2
-487 958 1
-683 655 1
848 959 2
987 183 1
-957 938 1
198 918 1
-516 810 1
-534 643 2
-687 782 2
-746 687 2
-903 3 2
939 892 2
-133 844 2
831 1000 1
14 996 1
-455 849 1
-933 538 1
367 883 2
493 937 1
985 689 1
227 926 1
-665 770 1
986 585 2
-511 829 1
897 158 1
-497 819 2
194 898 2
549 692 1
-124 843 2
-675 522 2
945 680 2
-512 863 1
-388 769 2
995 697 2
874 965 1
973 280 1
-463 911 2
-674 735 1
299 924 2
-849 63 2
739 831 2
-853 151 1
-692 785 2
950 896 1
976 830 2
811 830 2
-38 821 2
-917 766 1
777 953 2
-977 181 2
794 474 1
-799 876 1
341 797 2
737 649 1
948 475 2
-879 144 2
796 941 2
689 607 1
921 549 1
-655 806 1
-567 895 2
-32 871 2
-476 672 1
329 971 1
-516 845 2
-503 641 1
89 808 2
-979 296 2
-932 196 1
-916 496 1
495 758 2
-734 791 1
127 918 2
-985 286 1
562 703 2
787 375 2
836 708 2
804 530 2
-949 438 2
-107 806 2
998 896 2
559 671 2
939 704 2
519 762 1
-849 149 2
-208 986 1
-942 165 1
-811 335 1
750 997 2
398 779 1
665 478 2
614 577 1
-953 533 2
706 891 2
902 56 2
-800 312 1
-331 862 2
-885 8 2
777 249 1
-660 512 2
848 704 1
815 881 2
-931 256 2
542 678 2
859 591 1
466 758 2
927 830 1
543 793 1
-795 325 1
55 866 1
-390 879 2
447 934 1
-651 667 2
873 685 1
-907 26 1
-785 462 2
203 838 1
-17 960 1
-743 333 2
-555 989 2
966 629 1
-742 365 1
554 740 2
993 298 2
-768 710 2
-597 817 2
-671 932 1
-825 572 1
229 974 1
-188 977 1
-163 983 2
-628 660 2
789 782 2
-83 868 2
731 826 1
-580 690 1
887 595 1
241 862 1
