1500 1
175 772 237
487 33 23
-143 187 140
851 -379 922
-752 -999 735
-73 -872 367
-102 84 36
663 -196 314
-707 -373 744
-915 -425 199
75 -434 304
683 -60 646
736 986 370
-118 -102 28
300 70 234
727 573 355
382 844 538
-610 -205 577
454 809 874
-987 658 242
957 543 1024
-673 -748 833
392 64 344
-301 -933 598
869 -585 880
212 696 471
941 -514 106
166 -54 119
200 57 115
-309 -657 299
-274 718 480
-148 37 100
50 690 528
855 -165 646
268 -520 282
-657 707 714
-979 77 824
-678 -300 118
-40 660 10
-425 633 216
-561 18 316
124 -380 224
529 -132 231
90 196 1
28 76 48
832 -112 597
0 -832 718
44 -698 241
838 -913 158
682 -34 400
998 -836 1258
-110 -698 508
6 -305 217
-910 233 782
187 161 207
-889 -581 371
221 -139 163
62 -794 614
-210 -932 23
-679 -895 1044
-265 -512 511
766 422 802
496 -193 124
736 181 492
553 -119 153
-602 -236 39
-587 904 774
-194 4 48
903 -813 721
-891 390 288
644 916 1078
384 -132 124
417 453 581
919 691 961
490 -245 350
-927 -843 357
-738 -848 376
557 -899 747
729 112 393
-471 -109 438
864 501 553
-610 -943 845
-122 424 230
60 -968 264
460 -79 158
-747 162 575
679 -503 26
535 172 6
-983 178 863
-569 804 264
-861 -712 334
-406 618 272
-732 -708 504
741 747 552
760 418 97
-715 -499 728
-4 118 48
310 -927 65
-916 -316 354
-713 -250 731
-853 247 183
631 186 641
122 957 609
654 -359 684
935 -281 455
560 570 738
443 -627 604
907 -798 733
946 341 773
-806 -171 82
804 488 280
554 -169 161
-245 958 664
782 -636 55
981 967 117
-747 120 38
802 -616 815
-616 -681 338
86 -951 305
-862 51 94
-461 706 827
673 939 345
651 -177 668
445 -953 602
432 -352 537
867 -185 370
285 -803 158
325 -555 457
-228 -604 434
87 -207 185
598 -820 476
-319 0 145
-113 -36 113
424 840 18
-300 -864 631
-543 -230 444
77 698 520
804 155 768
803 792 724
39 -975 581
235 -938 440
39 -696 448
-992 -741 984
-781 -24 115
-838 -483 320
-69 387 390
928 -904 122
15 184 111
-540 703 471
-656 -931 273
648 9 196
92 971 91
-42 142 121
855 -169 645
-812 -709 44
-290 831 473
732 852 1061
401 672 324
-891 318 708
267 -456 213
-757 763 290
959 129 860
822 445 207
-651 -321 586
172 218 266
-514 571 697
-54 71 37
-617 -30 491
-991 -900 1117
71 -98 96
-288 285 354
-474 534 81
281 -350 221
79 -837 768
149 470 239
790 -534 876
21 -401 19
159 917 242
424 -953 406
-178 131 15
544 518 2
-87 83 71
-625 323 432
888 439 9
808 299 384
-917 -956 869
-294 -851 249
991 -439 235
-919 461 665
-137 -217 239
-942 -994 513
-190 163 151
-55 403 347
114 -940 572
-739 394 281
596 582 68
-630 166 583
-671 -985 993
738 122 114
381 -984 422
-526 -749 59
192 283 193
-736 434 151
-448 -270 261
-445 -818 325
19 760 343
-725 387 70
160 694 623
138 248 67
-629 -429 479
625 -214 179
756 132 585
-366 274 2
-122 653 61
-78 736 442
472 995 281
616 398 27
-5 -362 117
988 -37 826
390 244 427
-289 -107 11
-415 923 706
-761 256 66
90 936 511
-959 -424 846
-744 189 300
485 -143 251
-521 275 401
749 -342 574
414 632 385
-796 -131 174
548 -453 627
489 895 425
304 -193 193
-236 -808 540
36 703 65
-805 -477 443
-117 -869 534
934 -436 837
656 -263 465
-853 726 175
-23 -846 323
-685 -617 877
740 994 15
891 -765 724
379 581 134
972 808 357
-480 379 185
386 -554 216
902 -770 653
-559 -764 456
-232 -972 798
941 -646 555
967 -143 810
386 994 114
-817 91 131
136 -26 40
-674 20 357
403 -241 388
-930 535 800
-44 -630 157
35 -17 7
118 -351 210
220 775 330
784 -994 1057
-110 -611 551
68 -103 7
-849 -18 712
-567 566 482
-262 7 232
-1 -295 183
-330 238 60
-150 256 82
-548 982 189
-350 856 720
488 -364 285
129 -150 5
887 -476 553
104 -923 338
359 -846 460
-555 -177 547
-155 -428 141
-324 100 288
-693 -299 320
-623 -133 598
662 536 539
-15 437 53
-235 847 648
-12 156 39
829 -518 625
-592 -212 270
299 -668 207
-396 -673 769
-712 319 464
535 609 27
-538 612 359
-595 -481 633
-76 -490 45
-411 208 110
-99 771 524
-1000 604 900
88 347 305
-26 -910 596
-750 -981 554
-280 256 212
-822 -920 1018
-138 -241 7
-936 -575 634
-521 194 164
-133 -723 727
112 -825 626
-414 -981 313
-423 -713 418
297 45 6
-960 339 464
727 108 403
196 449 47
649 6 447
195 616 137
737 520 826
83 117 37
120 825 755
-835 -658 257
-610 449 188
-300 -430 281
22 -781 684
889 -876 240
-309 931 688
-624 -512 584
573 152 227
450 498 448
-79 -269 113
722 695 829
102 685 332
-445 962 628
433 407 251
139 -688 686
-251 996 726
-421 538 633
-87 -748 706
748 -208 575
641 -480 586
-709 221 271
317 -486 105
310 658 637
555 472 261
199 521 281
-199 734 299
-269 -904 865
-414 496 605
899 837 949
-323 481 233
-800 572 659
326 294 66
-690 -466 756
-88 -242 11
520 -847 699
-586 -302 281
-29 -756 216
7 147 77
-178 -803 235
278 -107 200
114 -2 114
221 -453 42
691 -70 325
-404 367 376
-937 -417 657
575 -712 2
-235 -760 358
324 816 831
-786 -888 660
-872 -537 86
211 732 599
406 919 634
31 192 130
-720 599 862
890 -319 618
157 -61 96
-459 -175 342
-293 -859 852
868 720 264
-26 -57 42
-342 531 182
503 -710 135
-539 925 249
34 911 146
-459 -242 451
859 664 468
14 77 45
752 924 954
-754 403 71
858 401 733
-490 -987 999
-194 370 297
-342 443 305
-343 -988 33
-509 -524 332
-547 -447 648
813 531 26
-240 -762 578
427 907 524
745 -843 237
629 704 602
41 1 37
326 176 244
-279 -191 16
150 823 166
-827 776 544
748 -901 788
-992 774 78
-124 26 91
906 290 647
-659 358 108
-130 -145 153
-891 430 683
-695 -676 397
517 915 726
-849 -502 341
375 -865 929
314 436 217
-256 344 94
611 417 738
-893 -755 289
-704 922 585
-238 876 365
-307 297 145
-13 422 332
-764 -597 837
-373 826 791
-624 -618 543
7 987 332
297 342 406
-816 -947 75
525 887 420
-229 -570 587
-199 462 328
86 441 390
178 -849 147
-833 407 560
842 -456 814
-291 883 149
396 456 175
-517 431 491
-829 683 1040
217 -719 399
-823 -92 317
398 540 52
-786 -385 321
-86 -230 92
-283 376 27
-753 433 309
-191 205 244
-450 -151 141
-713 -450 76
667 -562 600
222 695 631
-134 -768 700
30 -95 48
518 -215 167
46 593 540
320 -585 373
888 17 619
-440 -83 80
809 5 735
-623 -206 309
656 -286 7
552 541 491
914 -857 70
567 -684 547
788 -296 651
937 -568 1015
119 374 249
237 33 238
-47 570 352
726 357 231
-548 -788 573
-390 1 250
-65 270 246
-595 -453 103
579 -978 805
-835 -944 1061
-960 -31 29
-894 -507 870
-675 -773 594
-66 811 179
74 -490 165
563 127 527
223 -490 240
487 874 505
-937 -283 249
843 -417 205
-267 125 213
624 295 37
982 533 533
400 513 37
-312 445 111
-909 829 974
928 -689 237
362 -688 122
-951 -469 861
652 -391 344
-847 818 1052
-853 -994 1216
322 566 4
932 832 62
207 47 60
0 -57 48
494 -232 171
-78 520 467
476 -270 531
-503 -754 758
963 225 538
-343 767 436
855 -796 202
-194 -338 284
953 297 990
992 -818 385
210 389 322
-65 -872 477
917 24 744
-376 250 402
764 -715 494
-425 -417 402
263 140 132
474 584 594
975 -670 654
-413 949 618
537 30 27
149 -906 7
267 -287 196
-597 856 118
-533 710 813
974 832 881
-437 212 270
127 899 864
-477 -78 302
-531 -254 466
61 419 313
92 697 346
-980 -644 48
-5 839 253
-210 725 516
832 -711 335
-248 765 252
950 -551 373
-641 -684 913
944 -450 649
409 896 384
-706 -457 708
316 -788 508
-684 433 630
376 -254 129
-520 374 471
257 781 327
979 -901 712
-307 531 315
957 -89 959
-806 -851 393
970 -960 982
-405 -590 606
495 -898 104
-598 302 622
-559 948 681
-521 -590 446
-982 -268 331
176 -838 392
154 -86 17
322 -234 158
-323 447 446
-738 730 356
118 405 317
388 -103 214
-796 923 598
-500 -228 319
-92 959 788
271 -321 276
423 -682 576
446 -236 384
-43 788 274
483 729 639
708 -894 504
-129 -801 670
2 726 210
285 237 52
975 -452 688
729 -366 669
576 -550 733
-584 -390 527
-769 147 10
104 315 79
-306 892 164
-449 -143 27
-112 783 606
819 442 870
-701 191 377
724 -673 404
-381 -350 330
129 539 484
164 416 124
-250 286 74
-242 197 193
-507 115 374
326 333 42
-731 813 343
-837 512 375
825 -73 101
-867 -448 819
-281 -226 33
561 -460 42
-163 551 370
298 -697 118
-678 -393 139
172 162 137
600 -20 63
-746 477 667
361 971 315
-51 -485 288
185 94 136
-70 -9 11
39 -838 293
170 720 141
437 560 54
166 760 541
-529 -928 683
436 590 79
948 84 24
-327 -65 48
201 -746 726
-640 -71 371
69 -218 163
-74 247 130
-109 986 838
-395 306 87
-101 -483 200
139 401 334
673 591 318
-712 -893 356
2 233 52
653 -226 566
-344 -825 829
872 448 314
698 434 287
-194 -112 134
29 -595 51
-383 -249 51
-26 276 237
-424 333 182
-119 -732 158
-396 -127 212
-898 178 120
623 422 276
741 104 139
176 -729 523
-18 229 53
441 128 252
-739 -590 418
292 -542 80
957 -289 107
-176 -152 140
-597 483 277
590 444 308
419 -306 422
524 -128 244
-168 673 22
167 -1 103
459 204 249
455 -274 21
937 -888 125
-827 657 740
-663 -739 973
407 -825 903
121 664 171
-663 -665 704
-666 -259 529
-15 609 214
861 486 571
-64 -697 98
-329 -831 417
-259 -275 43
-796 688 389
-88 76 16
832 -262 283
411 97 235
425 -337 280
576 755 720
126 289 26
301 -718 126
88 451 273
-962 104 864
234 -410 387
385 480 234
-351 -904 481
5 560 524
718 -492 782
749 -162 160
197 666 280
447 951 264
965 228 654
-449 24 382
164 658 186
-193 -670 382
-84 860 723
160 -738 741
-474 401 343
244 802 733
-966 209 270
515 113 198
131 340 116
115 457 52
-416 476 33
666 -148 213
687 343 135
-482 689 106
-203 -989 838
696 203 633
-923 546 835
978 387 609
-214 -912 95
511 -289 105
-323 297 356
641 483 137
207 765 480
200 384 206
-393 729 641
336 -567 584
97 -435 337
-15 -941 563
403 -299 492
519 -675 483
309 470 441
-390 0 352
-673 -487 440
-997 -837 1192
13 -905 514
-563 -441 623
432 389 377
854 999 1313
-563 -840 353
-463 580 322
-671 -44 556
-939 282 75
656 806 671
-756 -755 745
-931 60 412
-163 -491 446
545 748 573
586 617 674
595 -809 748
-2 409 52
-955 -885 182
544 -444 511
-705 -600 599
-285 -634 635
-489 956 162
-278 -978 197
-833 -565 297
-525 932 844
384 647 692
-325 170 9
690 -716 939
-907 561 344
-670 -315 390
946 777 566
669 -987 129
-46 -152 52
-976 -91 56
-398 -501 438
986 -603 906
-312 530 191
637 -21 561
995 908 1342
936 880 989
987 579 495
-979 -148 723
-853 955 255
-407 -185 230
385 -860 810
-183 -999 430
-267 255 28
163 -159 78
534 541 681
-455 980 705
302 430 352
952 765 939
-877 -413 827
-521 -933 685
-503 -680 596
-844 -329 583
509 988 706
559 -917 858
522 55 2
-884 -565 709
554 -11 83
-25 -368 312
-236 -642 270
642 573 277
591 -706 514
755 244 275
476 -483 344
-830 479 636
662 234 80
681 901 846
-239 65 172
484 -754 113
337 -520 591
-27 882 720
546 -197 136
587 -171 269
439 -462 264
331 -505 254
-318 60 237
-473 -519 673
-729 -114 291
70 -352 31
-672 740 950
-940 381 151
-869 -451 580
546 -583 125
-30 -224 88
-143 -972 62
810 -243 315
161 -746 620
597 831 841
-255 -530 448
580 -88 313
976 -25 38
-431 259 357
614 170 609
-499 -283 494
623 -188 645
-572 110 338
-638 29 285
174 269 293
-779 792 401
648 -829 882
982 -645 50
-364 -601 360
814 -536 165
96 -524 223
502 222 352
283 -397 361
-842 -533 296
468 -359 449
722 -834 297
-716 -102 239
796 656 1005
251 29 173
-314 308 102
-875 36 680
872 52 382
-408 -320 449
-73 -813 791
-131 -9 11
761 731 286
667 -766 51
442 94 121
-498 455 344
-504 -529 239
-562 -721 503
-674 -326 452
-779 -339 743
522 159 358
998 -40 74
207 -74 29
996 -742 493
-686 -460 662
498 702 772
144 -386 108
294 -671 438
438 912 941
-822 -721 23
-498 234 387
270 -387 35
-829 552 856
-751 487 624
-794 761 724
455 -882 455
-73 729 180
248 567 526
31 -935 543
551 778 901
-18 814 771
619 210 302
-312 -390 251
957 147 320
-152 -612 523
167 -662 568
-476 70 336
646 -753 860
654 -249 602
-384 -522 184
-781 -382 755
10 996 899
852 -597 523
15 -928 213
-173 304 51
420 -93 309
661 -569 189
747 -742 157
-388 250 109
811 495 594
-256 -784 243
84 516 192
670 858 140
263 -745 221
-459 -472 634
269 416 34
577 -994 508
-499 754 608
-336 541 607
-379 910 844
590 -797 235
609 683 464
607 -551 119
161 329 101
-479 517 382
-431 301 194
-336 -34 292
436 -765 262
498 553 259
66 -894 170
233 -107 84
-2 -939 4
-645 130 607
715 -983 115
868 -464 494
-512 889 537
110 726 189
-957 671 653
672 -954 137
-636 -253 653
-290 -117 58
-285 173 9
-959 -637 784
-722 131 78
855 7 309
-505 965 954
503 658 608
941 -386 932
793 -380 399
388 596 212
-697 -971 1189
-950 -250 940
622 829 895
-78 -788 478
-526 92 432
633 -126 33
724 317 212
199 -361 194
-851 -614 946
-917 -301 211
-347 -985 110
365 -202 36
578 -993 365
-111 701 62
815 -287 141
491 82 100
510 -960 822
-539 841 107
507 785 572
-921 -666 497
443 207 26
-105 -956 207
910 -507 335
-205 -228 239
-685 -347 50
779 46 139
-775 387 168
-862 -916 798
-135 -658 156
828 705 609
-703 -458 42
363 250 167
372 -359 71
-559 -651 757
-852 -792 534
647 -765 566
-103 -157 127
-681 -572 361
904 266 432
990 -632 768
-262 108 113
-300 513 346
-243 712 263
463 708 549
331 277 97
-338 -335 369
-725 944 434
777 -631 190
623 -642 268
-855 -244 148
-777 -71 569
-154 386 355
359 -714 579
289 -838 238
-794 8 427
-922 -645 533
-258 915 725
-192 409 447
-907 -180 329
-323 -300 200
755 -661 23
-58 740 691
908 245 893
711 -851 825
-746 -402 200
-679 283 178
-602 -158 313
-198 -910 397
748 -385 398
-508 299 107
449 -526 260
-535 -176 490
205 96 58
-377 145 52
284 551 361
70 -419 424
-887 219 291
955 -370 580
339 -710 519
69 774 775
990 -630 1110
683 778 330
-152 -407 406
-929 -257 345
114 -405 25
716 827 886
783 -248 563
-531 133 124
782 -367 825
943 -990 324
615 -716 702
-912 171 892
733 962 413
-53 -913 780
-830 -181 732
480 826 866
-921 -128 377
-680 265 208
331 586 134
820 668 25
-620 -395 114
-736 -592 521
530 56 460
47 -906 891
177 -989 769
30 879 306
743 616 4
226 -175 98
-480 164 329
-57 212 32
187 697 153
582 742 584
-863 158 619
732 -34 725
-408 462 364
-579 880 764
-689 105 104
-278 691 442
-705 930 449
67 -652 120
-726 -452 730
-999 -704 663
363 911 776
25 -17 8
-536 -799 308
-911 -852 433
-552 -953 936
-469 -998 190
166 -979 292
-298 -957 695
-158 560 499
163 433 173
-97 859 245
263 700 653
724 674 386
4 773 705
-859 879 453
-635 240 343
921 453 436
150 -443 97
-404 935 620
-28 890 883
-557 -767 926
648 282 402
-56 -64 83
-104 -405 292
238 -273 172
579 -887 346
-623 38 334
41 -997 472
940 -767 221
344 787 310
-952 676 21
793 -994 524
16 653 68
-497 -479 365
-860 806 694
-8 -122 8
120 724 90
-772 325 650
516 -898 191
-303 -327 109
373 -499 181
-918 230 420
218 710 312
-531 -847 647
245 -23 192
4 -339 54
915 90 122
93 731 177
-812 -205 290
-334 -896 515
872 290 198
-568 -23 204
-370 698 690
689 456 460
859 949 503
56 728 20
-901 897 893
246 -28 223
-544 529 174
-171 688 642
-670 66 269
415 771 317
-381 -384 27
977 293 369
-870 766 255
-882 529 349
-756 -295 161
78 -668 456
-123 -708 15
892 795 981
515 -678 439
-687 -296 568
866 -203 316
412 886 496
99 -9 91
-941 90 585
-255 -118 166
-70 275 148
91 -90 13
659 -287 650
736 -815 968
845 551 462
237 -758 98
30 887 119
213 24 189
-499 612 773
912 -747 553
725 706 47
-510 -935 198
493 -517 681
949 -484 340
751 283 266
961 569 596
94 780 70
-132 -423 302
756 566 150
-241 151 50
-833 -71 372
809 397 476
35 402 18
962 -58 520
553 -65 371
394 994 377
480 -328 230
-518 -250 380
431 494 311
497 -868 162
-732 132 245
303 -105 283
-223 845 422
407 273 62
-25 899 715
861 -739 720
-601 -763 729
-465 758 631
236 -222 6
-539 -172 54
-785 -527 130
124 567 211
571 -914 485
-303 228 52
-174 -779 483
-487 -233 333
433 159 417
358 622 635
946 316 832
-936 -331 457
-736 -403 823
370 850 254
-810 425 269
537 884 58
-168 -151 17
920 -251 324
264 -368 29
-349 -905 424
586 -243 561
-451 -300 135
-620 336 361
-709 -604 703
134 -289 129
-543 847 82
-924 -174 67
-937 -346 509
-327 740 414
589 -207 280
312 -46 73
388 -571 467
-801 107 240
-159 -935 890
-569 -349 53
476 153 48
74 -321 199
-323 426 401
835 936 318
474 986 607
292 -550 274
708 -54 413
-930 -344 174
-286 -574 285
274 742 81
618 -745 729
306 -477 147
-789 -19 380
-230 -590 399
717 -465 121
-691 651 452
-166 847 231
-263 164 145
-605 378 575
890 563 394
-362 846 860
-806 50 197
851 803 905
377 95 286
590 565 67
438 -108 75
232 771 152
44 -7 17

