1500 700
563 661 1
769 923 1
-16 830 2
-325 759 2
-890 489 1
-37 989 1
979 32 1
172 798 2
-703 999 1
325 865 2
-770 353 1
826 608 2
851 705 2
-744 443 2
964 36 2
-571 648 1
955 287 1
-861 192 2
-690 914 2
-628 976 1
-348 896 2
696 821 1
-844 913 2
-880 725 2
128 968 2
-707 916 2
-743 859 1
-936 725 1
-362 759 2
-997 403 2
945 1 1
-963 675 2
415 728 1
890 764 1
941 101 2
-910 407 2
-150 917 1
954 308 2
516 834 1
-599 933 1
877 180 1
850 44 1
92 825 2
830 470 1
629 831 2
-326 935 2
138 960 2
-710 756 1
582 808 2
-900 21 2
918 741 1
559 792 2
-918 719 1
-336 829 2
116 818 2
-608 976 2
-17 992 1
152 994 1
-997 614 1
-859 327 2
-767 972 1
-731 553 1
21 978 1
-76 836 1
-861 184 2
569 888 1
-617 534 2
-940 199 1
-42 869 1
-361 944 2
-791 571 2
896 426 1
-215 785 1
-850 245 1
-199 943 2
-776 394 1
907 353 1
-400 964 1
-971 162 1
-415 877 1
-760 525 2
-144 793 2
-8 944 1
-988 86 1
157 835 2
66 942 1
322 795 2
909 705 2
449 827 2
-414 858 1
-572 780 2
-742 631 1
-768 393 1
-432 805 2
930 436 1
-325 864 1
-887 825 1
-426 773 2
980 712 1
-887 183 2
18 986 1
-883 691 1
871 197 1
-917 157 1
428 715 1
-533 942 1
-568 945 1
-82 977 2
-882 934 1
922 977 2
-988 918 2
661 957 2
-858 95 1
867 500 1
665 871 2
-892 865 1
-841 873 1
191 918 2
-813 962 2
613 915 1
364 727 2
-780 802 2
812 427 1
-791 646 1
-623 989 1
-938 548 2
-912 770 1
572 604 1
961 646 1
884 942 1
-609 557 2
-633 662 2
412 979 2
870 57 2
-500 648 1
634 799 2
779 498 1
33 943 2
-883 443 1
474 923 2
985 461 1
940 142 2
-839 655 1
766 394 1
998 337 2
-952 905 1
601 862 1
574 903 2
968 703 1
896 157 2
56 919 1
-553 926 1
-735 994 2
-828 11 1
714 575 1
534 822 2
107 859 2
-508 896 2
-843 664 1
238 852 2
-816 392 1
972 798 1
-945 921 2
-393 800 2
413 878 1
841 807 2
184 789 2
899 727 2
-956 710 1
-415 693 2
387 712 1
479 954 2
-966 970 2
-591 838 1
797 232 2
-959 13 2
-72 816 1
667 707 1
645 539 2
779 513 1
-696 411 2
-458 813 2
-957 575 2
175 919 1
-564 695 2
-799 535 1
483 828 2
363 875 1
-928 845 2
-356 753 2
-795 303 2
-522 698 2
-848 759 2
-783 872 1
904 388 2
91 991 2
972 263 1
258 783 1
288 883 2
647 558 2
-878 207 2
-731 533 1
-125 955 1
-825 281 2
792 953 1
685 735 1
437 992 2
-869 593 1
-754 307 1
-921 449 1
629 704 2
-651 469 1
565 623 2
874 560 1
-833 355 1
353 832 1
-739 390 1
-144 810 2
-597 654 1
18 817 1
-820 476 2
-615 520 2
958 5 1
-879 527 2
-799 820 1
-633 592 1
-763 650 1
-28 965 1
905 406 1
-552 621 2
996 951 2
705 975 2
-933 558 2
944 553 1
826 206 1
-800 569 1
486 764 1
-930 585 2
-274 933 1
861 141 1
-394 838 2
-41 880 1
-995 561 1
-671 601 1
977 541 1
534 806 1
-996 398 1
-87 807 1
528 699 1
-473 890 1
795 649 1
-313 776 1
-882 907 1
-647 815 1
-856 714 2
472 767 2
822 889 2
489 984 1
-637 929 1
395 783 2
-889 948 1
856 375 1
611 544 1
295 744 2
808 906 2
-847 286 2
748 651 1
785 825 2
913 263 1
-525 765 1
-619 835 2
-550 903 2
-54 914 1
979 972 2
-55 900 1
-836 749 2
-157 804 2
-755 290 2
719 508 2
-599 827 2
984 592 2
-936 930 2
637 580 1
-406 951 2
994 831 1
257 967 1
969 137 1
-916 409 2
-269 778 1
-818 265 1
-965 802 1
-914 461 1
-692 518 1
825 491 1
-873 163 1
909 489 2
123 962 1
-688 723 1
-834 822 1
285 996 2
827 78 1
-870 244 1
555 789 1
-560 717 1
869 134 1
-818 540 2
585 734 1
512 654 2
-39 920 1
-874 672 2
297 750 1
730 468 1
828 870 1
988 843 2
-668 450 2
-936 208 2
608 840 2
822 466 1
-850 743 1
-879 523 2
792 485 1
805 255 1
236 802 1
963 685 1
217 787 1
-925 799 2
-778 961 1
-592 544 1
-602 703 2
-660 817 1
230 939 1
829 534 2
-160 795 1
-814 526 1
602 650 2
-743 872 1
-981 228 1
529 725 2
-713 446 1
78 890 2
-783 875 1
796 271 1
-804 116 1
793 759 2
917 548 1
-483 806 1
800 935 1
-608 535 2
918 500 2
681 975 1
731 606 2
-894 713 2
687 545 1
-47 885 2
998 13 2
937 950 2
15 806 1
647 788 2
714 547 1
-280 980 1
-942 565 1
-882 783 2
-261 834 2
872 460 2
722 532 1
-99 910 2
945 41 2
-714 390 1
708 990 2
797 900 2
876 315 2
-192 973 1
488 987 2
844 796 2
883 736 1
-570 786 2
-892 174 2
-979 251 1
-489 786 1
-548 614 2
178 931 1
-233 788 1
-942 134 1
-832 196 1
723 632 1
-159 947 2
920 955 2
-765 931 1
-914 941 2
-72 941 1
965 402 1
953 927 2
274 764 1
-681 753 1
-817 935 2
724 515 1
-950 353 1
-362 788 1
896 16 1
867 555 2
-588 978 1
-793 476 2
-962 963 1
-827 968 1
373 750 1
890 286 1
-508 972 1
-752 849 1
715 840 2
801 551 2
805 181 1
-856 664 2
762 733 2
-578 869 2
864 555 1
-286 849 2
736 482 2
599 729 1
702 641 1
-393 794 1
477 830 1
39 815 1
342 754 2
-573 709 2
390 703 1
96 990 2
-781 782 2
562 994 1
21 938 2
980 729 1
-630 728 2
-996 890 1
683 532 2
975 287 2
888 13 1
859 407 1
487 853 1
-522 938 1
152 975 2
832 888 2
845 846 1
-532 610 2
-834 788 1
-141 884 1
605 816 1
-589 853 2
-874 871 1
-985 462 1
771 444 1
816 961 2
537 862 1
-686 619 1
-398 696 1
316 940 1
897 320 2
-888 243 1
942 52 1
-577 703 2
-720 453 2
-590 749 1
-70 927 2
879 509 2
-670 689 1
862 848 2
813 79 2
-939 565 2
-408 698 1
147 787 2
-597 717 1
-690 752 1
558 928 2
-764 432 1
659 718 1
658 481 1
-749 910 2
-867 442 2
-82 949 2
467 952 1
822 342 1
721 654 1
526 775 2
-605 561 1
-536 703 1
974 753 1
-695 927 1
-855 811 2
876 68 1
858 321 1
-821 909 2
-986 653 1
766 524 1
-748 438 2
-861 285 1
-674 676 2
-441 882 2
-980 774 2
-693 690 2
276 867 1
-687 488 2
925 291 1
-734 469 1
-832 226 1
873 68 2
-653 611 2
-169 993 1
876 919 1
-573 881 1
597 769 1
-972 678 1
622 817 2
755 546 1
813 813 2
832 227 2
912 533 1
770 903 1
-679 997 2
-617 925 1
-923 299 1
791 863 1
974 71 1
-725 444 2
-949 685 2
799 322 2
918 937 1
-700 942 1
-421 951 2
-948 515 1
712 629 2
-140 894 2
-771 408 1
-391 821 1
-905 17 2
-957 935 1
110 926 2
-814 53 1
-514 973 2
-972 860 2
869 982 2
-875 238 2
909 965 1
916 539 1
-979 231 1
-904 28 2
633 534 1
261 854 2
573 621 2
-706 672 1
-71 822 1
894 183 1
-178 841 1
742 305 2
-276 947 1
-100 988 2
-857 659 2
463 965 2
-582 980 1
-252 800 1
-500 886 1
-917 122 2
-818 593 1
-642 510 2
-844 704 1
-993 560 1
-792 662 2
-784 256 2
-255 779 1
-845 483 2
-867 938 2
-924 148 2
434 754 2
828 456 2
923 41 1
411 741 1
-877 633 2
-853 861 1
642 528 1
-836 697 2
894 901 2
980 500 1
-783 967 1
772 907 1
-945 661 1
-781 738 1
-701 507 1
-685 851 1
-557 885 2
861 881 2
639 798 2
283 818 1
752 719 2
-929 625 1
551 928 1
891 128 2
-966 861 2
19 856 1
831 754 1
48 869 2
-658 526 1
-745 372 1
-924 427 2
-864 468 2
168 910 1
748 608 2
-431 985 1
-813 889 1
749 427 2
-54 799 2
-807 18 2
-875 734 1
747 827 2
606 611 2
627 950 1
690 569 2
-996 685 2
778 747 1
-151 910 1
417 757 1
-800 762 2
754 903 2
820 800 1
-806 282 2
-693 786 1
966 850 2
-942 454 2
-49 899 2
980 288 2
-529 826 2
693 766 2
-191 819 2
-304 943 1
279 994 1
901 169 1
179 867 1
842 140 2
722 627 2
-782 659 1
403 791 1
-933 936 1
954 410 1
802 974 1
-662 607 2
-868 439 1
-911 686 1
-950 151 1
786 952 1
-869 358 1
-338 801 1
-730 499 1
732 580 2
-921 15 2
811 300 1
840 20 2
-581 673 1
898 769 2
658 910 1
-912 518 1
324 913 1
-343 772 1
-163 877 1
902 956 1
-473 895 1
725 919 1
702 971 2
762 404 1
970 662 2
714 941 2
-940 654 2
200 794 2
-900 396 2
977 734 2
-980 992 1
932 217 1
-852 483 1
-740 478 2
315 799 1
808 735 2
933 494 1
663 452 1
710 949 1
764 994 2
-811 44 2
-961 70 2
725 788 1
-818 653 1
599 563 1
175 950 2
187 879 1
762 764 2
-275 794 1
790 137 1
-856 52 1
870 19 2
982 473 2
832 722 2
-874 926 2
-631 592 2
428 966 2
-479 796 1
922 737 2
170 917 1
712 588 2
29 806 1
-330 752 1
303 917 2
722 522 2
-362 826 1
893 428 1
-51 881 1
113 870 1
-624 814 1
-87 965 2
-809 -1 1
-977 981 1
124 809 2
198 904 2
402 699 2
-801 75 1
-801 842 1
520 752 1
-836 786 2
-994 812 1
-745 561 1
879 103 1
-990 182 1
-880 637 2
995 150 1
-569 799 1
-505 626 2
-780 201 2
-780 809 1
-581 777 2
881 74 1
780 818 1
19 991 2
-576 954 1
-653 684 2
-244 944 2
672 850 2
900 771 1
866 80 1
-273 899 1
152 843 1
-592 635 1
-327 739 1
808 926 2
849 334 2
-998 801 2
-834 563 1
-799 499 1
842 280 2
-952 570 2
-355 844 2
-828 696 1
-406 863 2
637 825 1
-798 278 2
371 994 2
-697 501 2
-456 782 2
968 566 2
718 542 1
-797 709 2
641 501 2
824 258 2
-656 572 1
873 747 2
945 448 1
-800 628 1
92 863 2
577 759 2
-642 497 1
-727 577 1
-581 590 1
-891 727 1
-413 875 1
-733 999 2
-628 604 2
-774 321 1
-911 244 2
-848 303 2
896 405 2
-710 926 2
-938 200 1
-824 5 2
-475 701 1
245 949 2
435 709 1
-116 847 1
-904 468 2
-742 649 2
430 944 2
-768 792 1
-639 951 1
486 847 1
748 615 2
410 812 2
716 971 1
982 502 1
-966 74 2
-956 262 2
-443 756 1
-686 458 2
608 543 2
-997 74 1
-884 75 1
817 335 1
-517 942 2
990 685 2
276 947 2
589 566 1
881 9 1
300 975 2
-472 721 1
-84 899 2
-902 382 2
-354 772 2
729 846 2
844 554 2
-65 849 1
760 268 1
815 249 2
-447 777 1
-595 807 2
463 942 2
-854 368 1
123 888 2
-103 806 1
-813 934 1
823 989 1
153 861 2
-417 792 1
929 683 1
595 541 1
837 493 1
-622 970 2
10 803 1
909 979 1
630 670 2
-559 735 1
641 727 1
700 770 1
910 835 2
93 992 1
-776 275 2
546 714 1
-651 969 2
-529 717 2
958 300 1
-972 587 2
987 329 2
-990 477 2
821 583 2
-87 999 2
896 879 2
625 774 1
-855 889 1
861 59 2
333 751 1
-980 149 1
635 491 2
719 843 2
407 978 2
-916 119 2
801 352 1
-853 302 2
-872 75 1
703 699 2
892 31 1
-507 973 2
595 942 1
-961 405 2
-920 630 2
-550 960 1
678 881 1
241 858 2
-718 521 2
-860 951 1
678 635 2
104 834 2
-202 799 2
-442 791 2
-798 774 2
977 423 2
-989 788 2
783 556 2
-762 663 1
-939 948 1
856 916 2
-817 385 1
970 161 2
-175 832 1
-838 650 1
-997 112 2
-878 774 1
-158 896 1
-781 713 1
566 579 1
82 986 2
-894 706 2
-370 851 1
-415 709 2
-846 801 1
-949 663 2
538 661 2
721 980 2
-333 894 2
739 886 2
-518 875 1
-55 886 2
-871 449 1
730 533 2
524 668 1
-821 928 2
299 884 1
688 415 2
-366 807 1
839 726 1
875 595 1
-857 274 1
827 608 2
364 722 1
788 345 2
-610 725 1
-978 315 2
837 598 2
563 692 1
717 967 2
863 811 2
-564 964 1
932 522 1
510 791 2
-155 878 1
-519 963 2
991 657 2
-184 949 1
-749 324 1
630 654 1
-860 429 2
-399 950 2
851 918 2
605 870 1
809 797 2
692 547 2
991 25 2
-761 834 2
-114 856 2
-774 938 2
-638 881 1
-159 949 2
742 411 1
-695 790 2
-266 963 2
-596 985 1
-854 597 1
-324 962 1
-577 603 1
511 902 1
634 598 1
-540 663 2
-666 996 2
747 549 2
425 764 1
-672 642 2
-456 726 1
-297 857 1
-936 522 1
-533 680 2
-826 416 2
25 872 1
-945 78 1
536 681 2
-116 800 1
378 787 1
970 170 2
130 993 1
-743 784 2
689 936 1
947 123 1
-113 976 2
977 966 2
-819 198 1
466 686 1
-773 604 2
-944 420 1
619 645 1
-313 973 1
-160 950 2
-27 951 1
685 442 2
895 541 1
-980 858 1
-462 871 1
114 901 2
